,159816,513400,513110,513500,VIG,159934,515450,HK0005
2022-03-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5038695289299043
2023-01-06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2023-01-13,0.0,0.0,0.0,0.0,0.36987231362001616,0.75,0.0,0.33570281295723026
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.75,0.43993428211890434,0.3069635003430433
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.75,0.43993428211890434,0.3069635003430433
2023-02-03,0.08359338087449475,0.0,0.18856073004892593,0.0,0.0,0.5,0.0,0.2278458890765793
2023-02-10,0.0,0.0,0.2776569134245342,0.0,0.0,0.0,0.7313159938995876,0.4087952407428317
2023-02-17,0.13145579444481714,0.0,0.3685442055551828,0.0,0.0,0.0,0.0,0.5
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.5260115192869138,0.4002428870792111
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.5260115192869138,0.4002428870792111
2023-03-10,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2023-03-17,0.0,0.0,0.3122541042734805,0.0,0.0,0.75,0.2953861917362462,0.0
2023-03-24,0.0,0.0,0.44193811951768236,0.0,0.0,0.6188690224579736,0.40626896198121054,0.0
2023-03-31,0.0,0.0,0.44193811951768236,0.0,0.0,0.6188690224579736,0.40626896198121054,0.0
2023-04-07,0.0,0.0,0.44193811951768236,0.0,0.0,0.6188690224579736,0.40626896198121054,0.0
2023-04-14,0.0,0.0,0.5478253967762208,0.0,0.0,0.4808576727900541,0.47131693043372513,0.0
2023-04-21,0.0,0.0,0.5639286794146503,0.0,0.0,0.5868981427782876,0.34917317780706225,0.0
2023-04-28,0.0,0.0,0.5324048347519942,0.0,0.0,0.0,0.3239104278899042,0.3835709005887068
2023-05-05,0.0,0.0,0.6828099132158622,0.0,0.0,0.4967997649285564,0.3203903218555814,0.0
2023-05-12,0.0,0.0,0.5730021480543691,0.0,0.0,0.0,0.24424188034307937,0.29299264346470455
2023-05-19,0.0,0.0,0.6110477067689584,0.0,0.0,0.0,0.0,0.4678010356303321
2023-05-26,0.09019626835882988,0.0,0.5,0.0,0.0,0.0,0.0,0.4098037316411701
2023-06-02,0.0,0.0,0.49364595284523183,0.0,0.0,0.0,0.0,0.515127178552472
2023-06-09,0.0,0.0,0.34024836299248384,0.0,0.0,0.0,0.330033767684199,0.41044275079239756
2023-06-16,0.0,0.0,0.48357732917718843,0.0,0.0,0.0,0.0,0.5633614880386312
2023-06-23,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2023-06-30,0.0,0.0,0.5063711948715958,0.0,0.0,0.0,0.44246712145417766,0.5511616836742267
2023-07-07,0.0,0.0,0.6584975532107539,0.0,0.0,0.0,0.0,0.6203480236859059
2023-07-14,0.0,0.0,0.5345238493236623,0.0,0.0,0.0,0.3299530951213944,0.4061638428827024
2023-07-21,0.0,0.0,0.4062367002459379,0.0,0.0,0.0,0.3396876445429231,0.5410758775611714
2023-07-28,0.0,0.0,0.0,0.6359949618318791,0.0,0.0,0.34735076058811465,0.5166542775800064
2023-08-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-11,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
2023-09-15,0.09876178225290277,0.0,0.17139508349348986,0.0,0.0,0.5,0.0,0.22984313425360742
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.75,0.3789348323389017,0.36538861917523685
2023-09-29,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2023-10-06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2023-10-13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2023-10-20,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2023-10-27,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2023-11-03,0.05688880384228634,0.4431111961577137,0.0,0.0,0.0,0.5,0.0,0.0
2023-11-10,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2023-11-17,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2023-11-24,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.12211946521901329,0.5,0.0,0.0,0.0,0.0,0.0,0.3778805347809867
2023-12-08,0.12211946521901329,0.5,0.0,0.0,0.0,0.0,0.0,0.3778805347809867
2023-12-15,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.6277873405661536
2023-12-22,0.0,0.5448946848214979,0.0,0.0,0.0,0.48318553465605085,0.0,0.47191978052245115
2023-12-29,0.0,0.5448946848214979,0.0,0.0,0.0,0.48318553465605085,0.0,0.47191978052245115
2024-01-05,0.0,0.5158766239266313,0.0,0.0,0.0,0.5882096866802093,0.0,0.3959136893931593
2024-01-12,0.02072871215058647,0.5,0.0,0.0,0.0,0.0,0.47927128784941353,0.0
2024-01-19,0.0,0.0,0.6476199783642005,0.0,0.0,0.0,0.75,0.0
2024-01-26,0.0,0.0,0.6476199783642005,0.0,0.0,0.0,0.75,0.0
2024-02-02,0.0,0.0,0.5918606100481738,0.0,0.0,0.0,0.5584069241250215,0.0
2024-02-08,0.0,0.0,0.0,0.6858919540733314,0.0,0.0,0.5692664367003951,0.0
2024-02-23,0.0,0.0,0.0,0.6858919540733314,0.0,0.0,0.5692664367003951,0.0
2024-03-01,0.0,0.0,0.0,0.7375309235942227,0.0,0.0,0.737284493152789,0.0
2024-03-08,0.0,0.0,0.0,0.3939403174868251,0.0,0.6746269237694131,0.4314327587437619,0.0
2024-03-15,0.0,0.0,0.0,0.3123195303019015,0.0,0.44530135279528277,0.24237911690281574,0.0
2024-03-22,0.0,0.0,0.0,0.5184179773843842,0.0,0.5494602043387606,0.0,0.43212181827685514
2024-03-29,0.0,0.0,0.0,0.5184179773843842,0.0,0.5494602043387606,0.0,0.43212181827685514
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.7030781473467075
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.41130211158081964,0.7254632796901822,0.3632346087289982
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.303200996021166,0.43236735772149315,0.26443164625734095
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.4458877750297595,0.5874452097452121,0.4666670152250285
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.4458877750297595,0.5874452097452121,0.4666670152250285
2024-05-10,0.0,0.0,0.0,0.0,0.6376289722219561,0.0,0.5013677834806954,0.3610032442973484
2024-05-17,0.0,0.0,0.0,0.0,0.7020835428075382,0.0,0.0,0.45440019121197606
2024-05-24,0.0,0.0,0.30551408754957043,0.0,0.0,0.0,0.45214554007251967,0.24234037237790992
2024-05-31,0.0,0.0,0.5437781028987588,0.0,0.0,0.0,0.605924028363712,0.35029786873752927
2024-06-07,0.0,0.0,0.0,0.5840593962702805,0.0,0.0,0.0,0.5543461370494205
2024-06-14,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2024-06-21,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2024-06-28,0.0,0.0,0.5131651394870839,0.0,0.0,0.0,0.0,0.0
2024-07-05,0.0,0.0,0.5131651394870839,0.0,0.0,0.0,0.0,0.0
2024-07-12,0.0,0.0,0.5295709265353067,0.0,0.0,0.75,0.0,0.0
2024-07-19,0.0,0.0,0.0,0.25025874197015935,0.0,0.31308767593527026,0.4366535820945704,0.0
2024-07-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-02,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2024-08-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-16,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2024-08-23,0.027263595353748227,0.0,0.0,0.0,0.36916483009180073,0.4379293617812948,0.0,0.1656422127731562
2024-08-30,0.027263595353748227,0.0,0.0,0.0,0.36916483009180073,0.4379293617812948,0.0,0.1656422127731562
2024-09-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.3284887752549229,0.37627225532822756,0.0,0.29523896941684963
2024-09-20,0.0,0.0,0.0,0.0,0.3284887752549229,0.37627225532822756,0.0,0.29523896941684963
2024-09-27,0.0,0.0,0.0,0.0,0.6621356028977365,0.0,0.2829844011934912,0.5548799959087721
2024-09-30,0.0,0.0,0.0,0.0,0.6621356028977365,0.0,0.2829844011934912,0.5548799959087721
2024-10-11,0.0,0.0,0.0,0.0,0.7016957774005697,0.6572732030235373,0.14103101957589298,0.0
2024-10-18,0.0,0.6856733477144699,0.0,0.0,0.0,0.6662502725026211,0.14807637978290902,0.0
2024-10-25,0.0,0.0,0.5973639188998806,0.0,0.0,0.6947850182648562,0.15789808282008638,0.0
2024-11-01,0.0,0.0,0.4867726316202781,0.0,0.0,0.5374550957375336,0.0,0.3713800367130268
2024-11-08,0.0,0.0,0.4424992377253604,0.0,0.0,0.0,0.4322992403266138,0.5300923100166571
2024-11-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22,0.0,0.0,0.0,0.6259009182143465,0.0,0.0,0.0,0.6256945323501097
2024-11-29,0.0,0.0,0.0,0.6259009182143465,0.0,0.0,0.0,0.6256945323501097
2024-12-06,0.0,0.0,0.0,0.5068768629991567,0.0,0.0,0.4480243547095752,0.5450987822912681
2024-12-13,0.0,0.0,0.0,0.5478805655922226,0.0,0.0,0.34521948707922734,0.6068999473285501
2024-12-20,0.14928492320598852,0.0,0.0,0.0,0.0,0.0,0.3507150767940114,0.5
2024-12-27,0.0,0.0,0.242959774938592,0.0,0.0,0.0,0.35997610019019805,0.6142274136486433
2024-12-31,0.038732383516960844,0.0,0.1801358073366278,0.0,0.0,0.0,0.28113180914641134,0.5
2025-01-03,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2025-01-10,0.0,0.0,0.15641468927676538,0.0,0.0,0.42962644386822096,0.0,0.4139588668550137
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5809327248172641
2025-01-24,0.0,0.0,0.25751986798586834,0.0,0.0,0.75,0.0,0.442854475299862
2025-01-27,0.1442716535262718,0.0,0.0,0.0,0.0,0.5,0.0,0.35572834647372814
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.6440328165229547,0.0,0.6525873060943931
2025-02-14,0.0,0.0,0.0,0.0,0.5983302761493299,0.4215940228905465,0.0,0.48007570096012364
2025-02-21,0.04823678641205764,0.0,0.0,0.0,0.0,0.45176321358794236,0.0,0.5
2025-02-28,0.0,0.0,0.0,0.0,0.6486023348205208,0.35771793934788293,0.0,0.41095195593528466
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.6262064360154194,0.0,0.49980101739345306
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.5243167975504077,0.6971840080252371,0.27849919442435533
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.6528833603323545,0.0,0.3963401718352142
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.546441608655244,0.7125961696543744,0.24096222169038145
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.6212190788435277,0.75,0.0
2025-04-11,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2025-04-18,0.21090115532811704,0.0,0.0,0.0,0.0,0.40897681141530334,0.38012203325657956,0.0
2025-04-25,0.580561200268315,0.0,0.0,0.0,0.0,0.41943879973168496,0.0,0.0
2025-04-30,0.6244915433246538,0.0,0.10138342712122683,0.0,0.0,0.18031613920664658,0.0,0.09380889034747276
2025-05-09,0.3789513174541632,0.0,0.16491496887264684,0.0,0.0,0.2221059178849822,0.0,0.23402779578820768
2025-05-16,0.0,0.0,0.3356346883170353,0.0,0.0,0.0,0.75,0.3348910519642267
2025-05-23,0.0,0.0,0.3356346883170353,0.0,0.0,0.0,0.75,0.3348910519642267
2025-05-30,0.0,0.0,0.3356346883170353,0.0,0.0,0.0,0.75,0.3348910519642267
2025-06-06,0.0,0.0,0.3356346883170353,0.0,0.0,0.0,0.75,0.3348910519642267
2025-06-13,0.0,0.0,0.44306760215112717,0.0,0.0,0.3866584674197672,0.0,0.6702739304291054
2025-06-20,0.0,0.0,0.5192380569997589,0.0,0.0,0.0,0.75,0.0
2025-06-27,0.0,0.0,0.5747668221889759,0.0,0.0,0.0,0.0,0.5829992898991644
2025-07-04,0.0,0.0,0.45360210810937013,0.0,0.0,0.0,0.6686172034840437,0.377780688406586
2025-07-11,0.0,0.0,0.45360210810937013,0.0,0.0,0.0,0.6686172034840437,0.377780688406586
2025-07-18,0.0,0.0,0.45360210810937013,0.0,0.0,0.0,0.6686172034840437,0.377780688406586
2025-07-25,0.0,0.0,0.5859881172839053,0.0,0.0,0.0,0.5196371901937028,0.39437469252239177
2025-08-01,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2025-08-08,0.0,0.0,0.30388996762656467,0.0,0.0,0.4724114823145245,0.0,0.22369855005891073
2025-08-15,0.0,0.0,0.5335746361738946,0.0,0.0,0.0,0.0,0.4317531211598201
2025-08-22,0.18293575626754288,0.0,0.0,0.0,0.5,0.0,0.0,0.31706424373245706
2025-08-29,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2025-09-05,0.1173366240060536,0.0,0.0,0.0,0.0,0.5,0.0,0.3826633759939464
2025-09-12,0.0,0.0,0.0,0.0,0.6660407084503583,0.5145493211498463,0.0,0.3194099703997952
2025-09-19,0.0,0.0,0.6390815927402199,0.0,0.0,0.4608179310879663,0.0,0.40010047617181377
2025-09-26,0.0,0.0,0.0,0.0,0.75,0.36054392347650766,0.0,0.36195833983049813
2025-09-30,0.0,0.0,0.0,0.75,0.0,0.39016984805058497,0.0,0.3519092582487786
2025-10-10,0.0,0.0,0.5843658099873893,0.0,0.0,0.3733513255404322,0.0,0.0
2025-10-17,0.0,0.0,0.5154775738676678,0.0,0.0,0.30952724709526,0.6749951790370722,0.0
2025-10-24,0.0,0.0,0.4304332313390624,0.0,0.0,0.22397737953994815,0.75,0.0
2025-10-31,0.0,0.0,0.4304332313390624,0.0,0.0,0.22397737953994815,0.75,0.0
2025-11-07,0.0,0.0,0.4094055126437076,0.0,0.0,0.30573507355092594,0.0,0.4362351054930372
2025-11-14,0.0,0.0,0.2930853609696952,0.0,0.0,0.0,0.75,0.33691446824328847
2025-11-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,0.11975886247284795,0.0,0.0,0.0,0.0,0.48522994231164945,0.0,0.3950111952155026
2025-12-05,0.14266730855593135,0.0,0.21811814976222782,0.0,0.0,0.3299163228813637,0.0,0.3092982188004771
2025-12-12,0.12615020978745894,0.0,0.0,0.0,0.0,0.5,0.0,0.373849790212541
2025-12-19,0.0,0.0,0.0,0.0,0.0,0.6620107323633985,0.0,0.5301466809295513
2025-12-26,0.0,0.0,0.0,0.0,0.0,0.6620107323633985,0.0,0.5301466809295513
2025-12-31,0.049565493768918056,0.0,0.0,0.0,0.0,0.5,0.0,0.4504345062310819
2026-01-09,0.0,0.0,0.0,0.0,0.6353276269507282,0.3515442525630415,0.0,0.2741145945126606
2026-01-16,0.0,0.4659074166283039,0.0,0.0,0.0,0.3483916399827717,0.0,0.30307557670460356
2026-01-23,0.11047526373076444,0.0,0.0,0.0,0.0,0.4369613699205051,0.0,0.4525633663487305
2026-01-30,0.36231268886102064,0.0,0.0,0.0,0.0,0.22596885280702544,0.0,0.411718458331954
2026-02-06,0.0,0.0,0.0,0.0,0.6292746628845428,0.14479054032673838,0.0,0.39588516143259384
2026-02-13,0.4381471598772888,0.25705751582892494,0.0,0.0,0.0,0.09108236004168205,0.0,0.21371296425210426
2026-02-27,0.0,0.0,0.0,0.0,0.5596374586774494,0.1308728709231929,0.0,0.2565315645372024
2026-03-06,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2026-03-13,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2026-03-20,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2026-03-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,0.6050780763969028,0.0,0.2249809950243245,0.0,0.0,0.0,0.0,0.16994092857877272
2026-04-17,0.6050780763969028,0.0,0.2249809950243245,0.0,0.0,0.0,0.0,0.16994092857877272
2026-04-24,0.4683484765155208,0.0,0.27640969488189904,0.0,0.0,0.0,0.0,0.25524182860258016
2026-04-30,0.4683484765155208,0.0,0.27640969488189904,0.0,0.0,0.0,0.0,0.25524182860258016
2026-05-08,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2026-05-15,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2026-05-22,0.23722905113361392,0.0,0.4111933733384487,0.0,0.0,0.0,0.0,0.35157757552793745
2026-05-29,0.23722905113361392,0.0,0.4111933733384487,0.0,0.0,0.0,0.0,0.35157757552793745
2026-06-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-12,0.6355532227807374,0.0,0.36444677721926255,0.0,0.0,0.0,0.0,0.0
2026-06-18,0.489525267338902,0.0,0.20934932021771305,0.0,0.0,0.0,0.0,0.3011254124433849
2026-06-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,0.18521422460056014,0.4792311189842239,0.0,0.0,0.0,0.0,0.0,0.335554656415216
2026-07-10,0.06345813148250312,0.4365418685174968,0.0,0.0,0.0,0.0,0.0,0.5
2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.5852399161278263,0.7119772407147786
2026-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.5852399161278263,0.7119772407147786
2026-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.5852399161278263,0.7119772407147786
2026-08-07,1.1102230246251565e-16,0.36080718156120073,0.0,0.0,0.0,0.3260118248396999,0.0,0.31318099359909923
