ticker,marketCap,enterpriseValue,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,enterpriseToEbitda,returnOnEquity,returnOnAssets,grossMargins,operatingMargins,profitMargins,debtToEquity,currentRatio,quickRatio,earningsQuarterlyGrowth,revenueGrowth,freeCashflow,operatingCashflow,totalRevenue,ebitda,bookValue,trailingEps,forwardEps,sharesOutstanding,beta,heldPercentInsiders,shortRatio,roe_q,roa_q,ni_growth_q,rev_growth_q,accruals,debt_equity_q,cfo_assets
AMGN,221790420992.0,265485025280.0,25.50869,17.116825,19.007631,5.822035,15.374,0.91473,0.08667,0.71891,0.35548002,0.22951001,490.281,1.371,0.95,0.659,0.095,8645624832.0,12478000128.0,38094999552.0,17268000768.0,21.62,16.11,24.00825,539708274.0,0.413,0.0021600001,4.66,,,0.20810055865921795,-0.11221265933108182,,,
AON,76004540416.0,90893541376.0,19.762825,16.786667,7.9140344,4.3240905,15.406,0.44699,0.05829,0.48154,0.23457001,0.22268,163.481,1.033,0.242,-0.048,0.022,3190874880.0,3531000064.0,17577000960.0,5900000256.0,45.274,18.13,21.34432,212125434.0,0.676,0.01011,2.68,,,,,,,
AOS,8695430144.0,9191330816.0,17.821728,15.619775,4.721074,2.285324,11.728,0.27133,0.1254,0.38592,0.18929,0.13149,36.766,1.594,0.976,-0.179,-0.007,484612512.0,692300032.0,3804900096.0,783699968.0,13.552,3.59,4.09609,110047214.0,1.157,0.00461,5.3,,,,,,,
APA,13183727616.0,17543727104.0,7.9388194,9.188604,1.8812178,1.537999,3.067,0.26659,0.11598,0.78255,0.56331,0.19564,48.854,0.946,0.692,0.239,0.092,2146749952.0,4528000000.0,8572000256.0,5720000000.0,20.003,4.74,4.09529,350351510.0,0.348,0.00442,5.31,,,,,,,
APD,67571699712.0,87555497984.0,,21.016558,4.8669543,5.361897,85.096,0.00023,-0.00784,0.32056,0.25536,-0.00375,110.091,1.085,0.752,,0.046,-3762062592.0,4570800128.0,12602200064.0,1028899968.0,62.347,-0.21,14.43814,222685530.0,0.75,0.0188,2.6,,,,,,,
APO,73471393792.0,82187837440.0,45.514286,11.92159,3.743501,2.063919,,0.11412,0.0094099995,0.36109,0.21582001,0.052670002,33.091,5.053,4.852,1.16,0.638,,,35598000128.0,,34.043,2.8,10.68985,576517513.0,1.508,0.27165002,5.74,,,,,,,
ARES,45139513344.0,49389756416.0,62.77523,19.04273,12.026541,7.538839,37.051,,,0.35808,0.21601,0.10628,168.762,,,0.099,0.058,,,5987594752.0,1333016064.0,11.379,2.18,7.18647,222028421.0,1.507,0.11265001,6.58,,,,,,,
APP,116056801280.0,116518731776.0,26.656416,16.295078,36.76065,16.99439,21.518,2.03686,0.4646,0.88464,0.77678,0.64575994,111.13,4.3,4.166,0.545,0.528,3179956224.0,4527588864.0,6829124096.0,5414905856.0,9.434,13.01,21.2825,304443000.0,2.529,0.14382,2.13,,,,,,,
APTV,10485796864.0,15211231232.0,22.420815,7.5450263,1.1795372,0.51105356,4.705,0.05158,0.067150004,0.19251,0.12675999,0.010720001,64.938,2.018,1.273,-0.369,0.023,1615874944.0,1351000064.0,20518000640.0,3232999936.0,42.008,2.21,6.56724,211620527.0,1.36,0.00837,4.16,,,,,,,
ARE,8560019456.0,24985786368.0,,-61.40741,0.54597545,3.0137444,14.022,-0.040760003,0.00928,0.68198997,0.17282,-0.36078998,68.67,2.35,1.977,,-0.119,1344973952.0,1279448064.0,2840326912.0,1781940992.0,91.103,-6.05,-0.81,172095277.0,1.169,0.01381,4.53,,,,,,,
APH,208596123648.0,222118838272.0,42.401,26.237919,13.461171,7.190094,23.471,0.38115,0.14473,0.38952,0.29779,0.17729001,120.415,1.888,1.294,0.621,0.55,3818374912.0,5871699968.0,29011599360.0,9463700480.0,12.568,3.99,6.44792,1232983457.0,1.251,0.0047299997,2.01,,,-0.3239255933290571,-0.14854078544502058,,,
AVB,26781759488.0,36049784832.0,25.762362,38.497223,2.1717985,8.685453,19.404,0.08487,0.02628,0.62721,0.30628002,0.33321998,75.129,0.338,0.034,-0.42,0.023,1409144064.0,1660461952.0,3083518976.0,1857816064.0,86.357,7.28,4.87178,142797963.0,0.773,0.00399,2.83,,,,,,,
ATO,28760164352.0,38563074048.0,20.284863,18.868866,1.9054604,5.8437495,14.695,0.09792,0.03893,0.62212,0.37223998,0.28496,67.662,0.814,0.537,0.302,0.048,-2220956928.0,2019590016.0,4921525760.0,2624299008.0,89.317,8.39,9.01962,168988553.0,0.602,0.00398,2.72,,,,,,,
AWK,26890018816.0,42731020288.0,23.491318,20.608303,2.3051891,5.0889516,14.669,0.10095,0.03516,0.61469,0.40664002,0.21347,137.745,0.523,0.396,0.09,0.062,-1785374976.0,2334000128.0,5283999744.0,2912999936.0,58.698,5.76,6.5658,198728989.0,0.577,0.00115,4.65,,,-0.237467018469657,-0.12060647829083393,,,
AVGO,2035102646272.0,2080381468672.0,71.41236,21.94546,23.209984,26.967505,49.434,0.37280998,0.121190004,0.76284,0.48988,0.38848,74.018,2.238,1.929,0.875,0.479,27212249088.0,33621999616.0,75464998912.0,42083999744.0,18.43,5.99,19.49196,4757580198.0,1.473,0.01947,2.48,,,,,,,
AVY,13552565248.0,16838642688.0,19.385118,15.77637,5.7898173,1.4654431,11.252,0.3116,0.08394,0.28978002,0.13586001,0.076220006,158.653,1.132,0.688,0.08,0.109,1004600000.0,1233600000.0,9248100352.0,1496499968.0,30.602,9.14,11.23072,76490385.0,0.812,0.0064,3.81,,,,,,,
AXON,46387376128.0,47545450496.0,237.92082,53.996883,13.018034,14.41005,287.969,0.06221,0.00509,0.59525,0.0517,0.06191,50.363,2.149,1.582,-0.185,0.353,222160000.0,265808992.0,3219098880.0,165106000.0,43.863,2.4,10.57487,81237415.0,1.397,0.04276,3.18,,,1.4359719799540382,-0.0970849824542509,,,
AXP,230219874304.0,243559874560.0,20.698847,16.948479,6.712809,3.2465117,,0.34377,0.037920002,0.62338,0.2032,0.16141,172.38,1.553,1.542,0.078,0.128,,18474999808.0,70912999424.0,,50.785,16.47,20.11449,675309833.0,1.055,0.22558,3.42,,,,,,,
AZO,51054120960.0,63870132224.0,21.505226,17.833595,-18.383821,2.5544426,14.979,,0.11389,0.51754004,0.19082001,0.12399,,0.89,0.103,0.054,0.084,903784256.0,3072342016.0,19986403328.0,4263984896.0,-170.111,145.42,175.35948,16325355.0,0.344,0.0024899999,0.96,,,,,,-3.0667969167711897,
BAC,441731907584.0,387570925568.0,14.588914,11.927443,1.6056632,3.877188,,0.111990005,0.00969,0.0,0.38305,0.29524,,,,0.266,0.168,,94742003712.0,113931001856.0,,39.342,4.33,5.29619,6992748365.0,1.168,0.07458,0.0,,,0.034288926363125416,0.06741488115481986,,,
BDX,48174333952.0,64698007552.0,30.598616,13.267697,1.9904563,2.142605,10.13,0.06607,0.046550002,0.48430002,0.15090999,0.0419,68.84,0.865,0.327,-0.343,-0.095,4619624960.0,3260000000.0,22484000768.0,6386999808.0,88.854,5.78,13.33012,272386800.0,,0.00426,3.74,,,,,,,
BA,185143164928.0,214366535680.0,84.02151,56.705097,30.381025,1.969713,-73.919,1.73537,-0.01984,0.0471,4.0000003e-05,0.025910001,790.875,1.138,0.296,,0.08,5625375232.0,3639000064.0,93994999808.0,-2900000000.0,7.716,2.79,4.13402,789792534.0,1.221,0.00056,0.03,,,-1.060556464811784,-0.1429952964965493,,,
BBY,17282904064.0,19513905152.0,15.1851845,11.630547,5.604155,0.41287395,7.454,0.39104,0.07771,0.22518,0.0404,0.027309999,134.09,1.121,0.36,0.366,0.019,1143750016.0,2303000064.0,41860001792.0,2617999872.0,14.632,5.4,7.0504,210767126.0,1.317,0.06468,4.5,,,,,,,
BAX,14243238912.0,21733238784.0,,13.363017,2.2950683,1.241782,11.536,-0.14371,0.028499998,0.34098,0.14425999,-0.09268,156.449,1.946,1.133,0.385,0.053,1000374976.0,1319000064.0,11470000128.0,1884000000.0,12.004,-1.88,2.06166,516995999.0,0.595,0.00339,5.81,,,,,,,
BALL,16893341696.0,23897427968.0,18.180515,14.029014,2.9219434,1.1792086,11.511,0.17151,0.046329997,0.1863,0.09232,0.0661,131.495,1.069,0.605,0.042,0.197,379875008.0,1426000000.0,14325999616.0,2076000000.0,21.715,3.49,4.52277,266246511.0,0.956,0.0025799999,2.67,,,,,,,
BEN,17157756928.0,20722057216.0,22.97279,10.726186,1.4600718,1.8401517,11.518,0.07887,0.02638,0.37707,0.12979001,0.08717,24.805,5.486,1.114,0.858,0.143,-2990862592.0,277800000.0,9324099584.0,1799100032.0,23.129,1.47,3.14837,508076910.0,1.574,0.49778998,4.22,,,,,,,
BF-B,13086809088.0,15389808640.0,18.640524,16.75587,3.254222,3.3316724,12.987,0.17846,0.08636,0.6054,0.23246,0.18202999,64.95,3.239,0.925,-0.63,0.02,739625024.0,1000000000.0,3928000000.0,1184999936.0,8.764,1.53,1.70209,290383416.0,0.34,0.028010001,4.55,,,,,,,
BG,20821870592.0,38551871488.0,23.35776,9.623863,1.3051227,0.22677083,12.333,0.071779996,0.03472,0.049239997,0.04617,0.01097,97.995,1.567,0.331,0.915,0.883,-6475375104.0,1075000064.0,91818999808.0,3126000128.0,83.042,4.64,11.26159,192119123.0,0.65,0.18371001,3.69,,,1.0946745562130178,-0.4236515459264274,,,
BIIB,30723966976.0,37794066432.0,36.868797,12.533724,1.6294961,3.0638485,11.251,0.04575,0.052059997,0.78322,0.25058,0.083229996,44.329,1.865,0.94,-0.846,0.034,1266987520.0,2878799872.0,10027899904.0,3359200000.0,127.61,5.64,16.5904,147753998.0,0.162,0.00187,3.87,,,,,,,
BKNG,166149439488.0,164821008384.0,23.798002,17.324923,-15.072403,5.8832703,15.828,,0.2038,0.87227994,0.34412,0.25527,,1.094,1.023,1.179,0.081,7725875200.0,9859000320.0,28241000448.0,10412999680.0,-14.226,9.01,12.37639,774878436.0,1.068,0.00183,2.72,,,,,,,
BLK,184636325888.0,184043880448.0,27.245026,17.725008,3.1145067,6.763483,16.557,0.122779995,0.03737,0.47152,0.35079,0.24089001,23.192,2.447,1.846,0.202,0.306,7578124800.0,3937999872.0,27299000320.0,11116000256.0,364.87,41.71,64.11224,154869259.0,1.425,0.01908,2.3,,,-0.05210295040803514,-0.027106767471879012,,,
BLDR,8036379648.0,13208942592.0,81.184784,16.724064,2.0064473,0.55620074,12.918,0.02506,0.02389,0.29188,0.033269998,0.0070999996,130.786,1.789,1.014,,-0.088,464577120.0,897998016.0,14448703488.0,1022512000.0,37.225,0.92,4.46602,107596457.0,1.418,0.02702,3.12,,,,,,,
BKR,61099085824.0,60504088576.0,19.790997,19.45058,3.067989,2.2037542,12.503,0.16463,0.04853,0.23657,0.1283,0.111669995,80.925,2.095,1.622,-0.029,-0.024,4415000064.0,4435999744.0,27725000704.0,4839000064.0,20.062,3.11,3.16443,992674071.0,0.959,0.0015199999,2.79,,,,,,,
BRK-B,1125446320128.0,-265477701632.0,15.529762,24.189291,0.0010321239,2.9980402,-2.25,0.10499,0.053940002,0.2778,0.14352,0.19305,17.669,2.876,2.7,1.196,0.044,61228249088.0,45504000000.0,375394009088.0,118003998720.0,505559.44,33.6,21.57153,1398308677.0,0.607,0.00265,2.33,0.030327949637185693,0.017067617891273017,3.2785140126004784,0.21824948973466207,0.013062872167927196,0.19212834633058604,0.004004745723345821
BNY,106939039744.0,-19108962304.0,18.3909,15.3828745,2.6794853,4.9936514,,0.14124,0.012560001,0.0,0.40046,0.29413998,,,,0.238,0.131,,3569999872.0,21415000064.0,,58.821,8.57,10.24581,678504142.0,1.049,0.00236,0.0,0.028293791599990722,0.002768379658309337,-0.14265635980323266,-0.05599194360523663,,0.7593636216053248,
BR,19257106432.0,22101329920.0,17.325703,14.380349,6.8341336,2.5755813,12.217,0.40916002,0.09295,0.31780002,0.24609,0.15037,123.939,1.236,1.084,0.064,0.075,1194499968.0,1345600000.0,7476800000.0,1808999936.0,24.363,9.61,11.5783,115658297.0,0.889,0.00482,2.56,,,1.2623941958887546,0.2994840820435385,,,
BMY,132204494848.0,166190497792.0,14.255507,9.880811,5.9240274,2.687848,8.779,0.46598998,0.10719,0.71661,0.34418,0.18871,201.859,1.532,1.29,1.532,0.057,8114375168.0,12782000128.0,49186000896.0,18929999872.0,10.925,4.54,6.55007,2042714656.0,0.225,0.00098,3.33,,,,,,,
BX,170673012736.0,134633955328.0,30.677855,18.313229,12.168782,11.023033,,0.31374002,0.1433,1.0,0.54357,0.22728,62.529,0.973,0.947,0.608,0.286,,,15483307008.0,,11.269,4.47,7.48803,752601287.0,1.546,0.01054,4.62,0.07706727900808712,0.01358619940958063,-0.1954768372404625,-0.10590667700861311,,1.6785819215554543,
BRO,23901218816.0,31074217984.0,22.821085,14.811759,1.8733281,3.5871558,10.745,0.10023,0.05381,0.56281,0.41838002,0.18084998,63.975,1.127,0.396,0.247,0.324,1642749952.0,1520000000.0,6663000064.0,2892000000.0,38.13,3.13,4.82252,334610357.0,0.581,0.1328,6.52,,,,,,,
BSX,71461511168.0,83788505088.0,19.963564,14.340598,2.8615367,3.4035773,14.671,0.15338999,0.06191,0.69189,0.22895999,0.17499,50.151,1.24,0.558,0.138,0.075,2451375104.0,4528999936.0,20995999744.0,5711000064.0,17.232,2.47,3.43849,1449229526.0,0.566,0.00247,1.42,,,,,,,
C,226453962752.0,34338965504.0,14.563107,10.478689,1.1765732,2.7713673,,0.08529,0.0066299997,0.0,0.36229,0.21832001,,,,0.451,0.155,,-18296999936.0,81711996928.0,,114.74,9.27,12.88329,1677436783.0,1.102,0.00271,0.05,,,,,,,
CAT,387133603840.0,426333601792.0,36.23881,26.345171,19.96042,5.1805005,26.234,0.56972003,0.090299994,0.29713,0.22183001,0.14511,232.783,1.368,0.78,0.649,0.24,5048999936.0,13569000448.0,74728996864.0,16250999808.0,42.193,23.24,31.96753,459674889.0,1.605,0.00219,2.12,,,,,,,
CAH,55366262784.0,60505264128.0,36.091602,19.610657,-19.616629,0.22081585,15.149,,0.03601,0.037550002,0.01413,0.0062,,0.907,0.419,-0.211,0.11,4849999872.0,5001999872.0,250735001600.0,3993999872.0,-12.051,6.55,12.05467,234205855.0,0.521,0.0043099998,2.62,,,,,,-2.6048168249660786,
CASY,30860247040.0,33242331136.0,43.480186,35.314915,7.788102,1.7573072,22.259,0.19153,0.076079994,0.24606001,0.05351,0.04068,73.514,1.01,0.575,0.655,0.145,550939648.0,1377539968.0,17561100288.0,1493432960.0,107.08,19.18,23.61467,37004914.0,0.615,0.0056800004,2.28,,,-0.5435118757400571,-0.12575753661071143,,,
CBRE,42909265920.0,53002268672.0,33.908466,16.335485,5.11424,0.9816583,23.94,0.15798001,0.02585,0.18574,0.03608,0.029760001,117.789,1.141,0.971,-0.051,0.155,1637624960.0,1360999936.0,43711000576.0,2214000128.0,28.974,4.37,9.07105,289575298.0,1.193,0.00509,2.7,,,-0.40771349862258954,-0.052739325404562276,,,
BXP,12608964608.0,29567543296.0,37.478493,33.32282,2.1571357,3.952381,18.284,0.05308,0.01683,0.56452,0.28755,0.09304,211.631,0.506,0.448,-0.229,0.037,880636864.0,1284499968.0,3190220032.0,1617154048.0,32.316,1.86,2.09196,159661556.0,1.039,0.00374,7.81,,,,,,,
CB,135149551616.0,157668540416.0,12.40914,12.03596,1.7923254,2.183494,10.594,0.14822,0.03358,0.31129998,0.23527001,0.18070999,30.941,0.41,0.203,-0.038,0.061,10488000512.0,15376000000.0,61895999488.0,14883000320.0,195.45,28.23,29.10528,385799859.0,0.389,0.09453,2.4,,,,,,,
CCI,32160174080.0,54522175488.0,30.85306,26.007223,-9.847576,7.7289534,20.268,,0.04725,0.73732,0.46825,0.20716,,0.522,0.429,-0.677,-0.049,1036249984.0,2624000000.0,4160999936.0,2689999872.0,-7.676,2.45,2.9065,425455439.0,0.97,0.00099,2.61,,,,,,,
CARR,53165453312.0,64140046336.0,45.72143,19.362293,4.016944,2.4048061,20.737,0.08966,0.02982,0.24691999,0.13069001,0.055180002,91.998,1.02,0.547,-0.152,0.039,861750016.0,2387000064.0,22108000256.0,3092999936.0,15.935,1.4,3.30591,830580423.0,1.309,0.04764,2.87,,,0.4938574938574938,0.09571607815020622,,,
CBOE,29927839744.0,29153640448.0,22.319313,18.79383,5.3260727,5.9130735,15.1,0.26297,0.11578,0.54078996,0.34634,0.26734,28.09,1.565,0.793,0.502,0.229,678249984.0,1962800000.0,5061300224.0,1930700032.0,53.807,12.84,15.24862,104431019.0,0.415,0.0025499999,2.87,,,,,,,
CCL,39706128384.0,63649128448.0,13.058558,10.990136,3.0670757,1.4538511,8.717,0.26689,0.05367,0.55676997,0.12787,0.11237001,201.556,0.334,0.214,-0.05,0.053,1899374976.0,6793999872.0,27310999552.0,7302000128.0,9.452,2.22,2.63782,1369649119.0,2.338,0.07106,1.42,,,,,,,
CDNS,93567819776.0,94543847424.0,67.57769,35.570488,13.623001,16.028412,43.853,0.23229,0.10613,0.85871005,0.28575,0.23605,38.661,1.743,1.426,1.293,0.242,1609676544.0,1854867968.0,5837622784.0,2155915008.0,24.902,5.02,9.53712,275816000.0,1.142,0.00291,2.76,,,-0.4425679676235189,-0.04735225621023609,,,
CDW,16978616320.0,23046316032.0,16.323318,11.403568,6.743297,0.72248197,11.461,0.44009998,0.06585,0.21360001,0.07345,0.04597,263.278,1.167,1.011,0.012,0.1,676787520.0,981800000.0,23500400640.0,2010899968.0,20.14,8.32,11.90943,125017426.0,0.94,0.00454,4.83,,,-0.06804123711340204,0.04169135845504934,,,
CF,17305513984.0,21610514432.0,8.482938,10.42129,3.288187,2.2361436,5.58,0.29867,0.12934,0.42486,0.49325,0.27122,40.504,4.86,4.142,0.883,0.176,1276749952.0,2976999936.0,7738999808.0,3872999936.0,34.776,13.48,10.97273,151338130.0,0.398,0.0044400003,3.3,,,,,,,
CIEN,58375012352.0,58752753664.0,137.00665,42.787216,20.189465,10.4818535,74.774,0.15464,0.06664,0.43047002,0.15195,0.0787,54.649,2.727,1.849,23.33,0.395,700927872.0,1032771008.0,5569149952.0,785740032.0,20.426,3.01,9.63816,141552922.0,1.315,0.0066299997,1.37,,,,,,0.5721945742998344,
CEG,95624028160.0,119972020224.0,26.382212,20.263474,2.9207928,3.0580118,15.087,0.15055001,0.03888,0.22107,0.086619996,0.110810004,76.419,1.455,0.471,-0.389,0.23,-6625124864.0,4206000128.0,31270000640.0,7952000000.0,92.403,10.23,13.31904,354307379.0,1.118,0.0033500001,2.87,,,,,,,
CINF,27144128512.0,26128128000.0,8.34639,19.583178,1.6273912,1.9452579,5.986,0.21484,0.06409,0.31066,0.37202,0.23843001,5.255,1.151,0.972,0.832,0.316,2984875008.0,3416999936.0,13953999872.0,4365000192.0,108.677,21.19,9.03122,153478045.0,0.554,0.01727,3.36,-0.006560723137483598,-0.0024144221482991736,-1.1313868613138687,-0.2099753694581281,,0.06400349905233998,
CI,74645291008.0,99556294656.0,11.682796,8.43914,1.7478329,0.26434153,7.803,0.16758,0.04462,0.091359995,0.03985,0.022720002,74.29,0.846,0.687,0.084,0.067,7980125184.0,10277000192.0,282382008320.0,12757999616.0,161.623,24.18,33.47379,264240486.0,0.321,0.0144299995,3.93,,,,,,,
CFG,30606917632.0,35199918080.0,15.832243,11.155492,1.2760092,3.7503881,,0.08270001,0.0094,0.0,0.35132998,0.26051,,,,0.346,0.147,,2500999936.0,8160999936.0,,56.951,4.59,6.51428,421176788.0,1.006,0.00694,0.01,,,,,,,
CHRW,17451151360.0,19269132288.0,28.500956,19.93494,10.745791,1.026749,20.661,0.37123,0.099580005,0.08447,0.05337,0.03726,121.188,1.582,1.528,0.225,0.193,480618368.0,685356992.0,16996511744.0,932641024.0,13.898,5.24,7.49162,116851258.0,0.946,0.00347,5.13,,,,,,,
CHD,24488931328.0,26662430720.0,33.089745,25.553064,5.630761,3.9313755,19.68,0.17041,0.07873,0.45562,0.18065001,0.119569995,55.851,1.147,0.642,0.062,0.016,939262528.0,1260499968.0,6229100032.0,1354800000.0,18.335,3.12,4.04022,237203907.0,0.471,0.00196,5.2,,,,,,,
CHTR,20563001344.0,119348166656.0,3.9700756,3.4594247,1.0735143,0.37802416,5.471,0.27201998,0.05311,0.55189997,0.23503,0.09052,441.578,0.361,0.302,-0.007,-0.017,2198374912.0,16469999616.0,54395998208.0,21814999040.0,142.122,38.43,44.10271,119277492.0,0.678,0.35461,5.35,,,,,,,
CL,74352304128.0,81086308352.0,36.72047,22.748669,315.10135,3.5326796,16.273,2.67367,0.15838,0.60431,0.20966,0.096829996,1388.163,1.026,0.555,-0.067,0.049,3458374912.0,4456000000.0,21046999040.0,4983000064.0,0.296,2.54,4.10002,797172829.0,0.327,0.00145,3.19,,,,,,,
CLX,12714880000.0,18315145216.0,21.860708,16.524755,141.90283,1.8920952,15.208,1.6376,0.091630004,0.42783,0.16375999,0.087349996,2190.476,0.658,0.337,-0.509,-0.02,,,6720000000.0,1204333312.0,0.741,4.81,6.36318,120921351.0,0.541,0.00722,4.64,,,,,,,
CNP,26796740608.0,50985742336.0,24.214287,19.473806,2.2862926,2.7855241,13.229,0.09825,0.029979998,0.47027,0.24489,0.11611,210.256,1.123,0.353,0.232,0.107,-5191875072.0,2576000000.0,9619999744.0,3854000128.0,17.793,1.68,2.08896,658720288.0,0.461,0.00235,6.11,,,,,,,
CMG,41493057536.0,46234394624.0,30.36111,23.962643,18.899136,3.3398151,20.323,0.49560001,0.13075,0.39361998,0.16108,0.114250004,246.35,0.715,0.592,-0.075,0.093,1116464384.0,2327526912.0,12423758848.0,2275020032.0,1.735,1.08,1.36838,1265418000.0,0.937,0.00721,2.57,,,0.14138596137690618,0.019960085821477014,,,
CME,94806671360.0,96399564800.0,22.36302,20.390818,3.5718544,14.030467,20.205,0.15802,0.01481,1.0,0.65036005,0.63443,14.587,1.018,0.019,0.016,0.008,2909012480.0,4309000192.0,6757199872.0,4771100160.0,73.816,11.79,12.93033,359576125.0,0.267,0.00429,1.47,,,,,,,
COF,133595766784.0,136761458688.0,12.00441,9.054022,1.2972792,2.7768815,,0.09031,0.01523,0.0,0.33629,0.21867001,,,,,11.11,,31452000256.0,48109998080.0,,167.859,18.14,24.05119,613500000.0,1.016,0.01899,2.73,,,,,,,
CNC,32490049536.0,21633050624.0,,12.536191,1.4400191,0.18019594,4.697,-0.20358999,0.02479,0.11415,0.0376,-0.02829,71.082,1.145,1.106,,0.046,9639624704.0,9749000192.0,180304003072.0,4606000128.0,45.673,-10.36,5.24641,493995000.0,1.105,0.00392,2.63,,,,,,,
CMS,21942560768.0,42182385664.0,21.394579,17.092556,2.3324468,2.4897947,13.977,0.09158,0.02971,0.40315,0.17167999,0.11642,185.604,0.936,0.413,-0.403,-0.005,-2198874880.0,2148000000.0,8812999680.0,3017999872.0,30.453,3.32,4.15561,308919602.0,0.339,0.00546,0.0,,,,,,,
CMCSA,89993428992.0,172905431040.0,8.128205,7.001212,1.001936,0.72050077,5.075,0.114879996,0.043080002,0.6939,0.17233999,0.08966,100.474,0.796,0.653,-0.683,-0.012,12697624576.0,32516999168.0,124903997440.0,34072999936.0,25.311,3.12,3.62223,3539192198.0,0.647,0.0074400003,2.0,,,,,,,
CMI,88900837376.0,94112718848.0,32.887188,18.634378,6.903698,2.5613933,18.748,0.21114,0.069970004,0.25772,0.11896,0.07822,59.586,1.727,0.985,0.047,0.094,2229374976.0,4647000064.0,34708000768.0,5020000256.0,93.321,19.59,34.57373,137989067.0,1.246,0.00211,2.08,,,,,,,
COHR,74172735488.0,75512823808.0,181.40192,45.289967,6.9436455,11.234746,57.48,0.04718,0.03142,0.36990002,0.13572,0.07102,31.093,3.05,1.709,11.183,0.205,-197631744.0,140342000.0,6602083840.0,1313731968.0,54.601,2.09,8.37117,195639321.0,2.107,0.045110002,1.64,,,,,,,
COP,141289308160.0,156887302144.0,15.556878,12.946283,2.22002,2.191925,5.858,0.1418,0.07533,0.47574002,0.3151,0.144,35.639,1.542,1.176,0.994,0.355,7691375104.0,21924999168.0,64459001856.0,26780000256.0,52.977,7.56,9.08446,1201337479.0,0.123,0.00098,2.53,,,,,,,
COIN,40525352960.0,38404796416.0,,50.599888,3.097711,6.705329,54.899,-0.07847,0.01116,0.8581,-0.13922,-0.16344,50.982,2.423,1.276,,-0.173,2668452864.0,1713665024.0,6043752960.0,699548992.0,49.585,-3.87,3.03558,222803032.0,3.361,0.01312,3.23,,,,,,,
COO,14477123584.0,17065123840.0,62.906784,14.857143,1.7560089,3.4216788,19.252,0.02853,0.025190001,0.65550005,-0.02866,0.05573,33.093,1.274,0.525,,0.079,424275008.0,953000000.0,4231000064.0,886400000.0,42.272,1.18,4.99625,195030630.0,0.823,0.0061299996,2.68,0.010581691381411455,0.007064832119610749,-0.10783316378433372,-0.05470149957559178,,0.31194874455531557,
COR,61152473088.0,72988360704.0,23.808321,16.159807,18.3508,0.18376726,13.159,0.96871,0.03559,0.03961,0.014149999,0.00789,446.516,0.935,0.477,0.111,0.051,2043314048.0,4820946944.0,332771328000.0,5546476032.0,17.463,13.46,19.83068,190827165.0,0.573,0.0431,3.5,,,,,,,
COST,420338106368.0,418664087552.0,47.629147,41.830956,25.42572,1.4317328,30.36,0.29152,0.086660005,0.12876001,0.036730003,0.0301,60.257,1.072,0.564,0.456,0.215,6954375168.0,15000000512.0,293586993152.0,13790000128.0,37.278,19.9,22.65834,443478804.0,0.86,0.0016,2.55,,,,,,0.30156682027649767,
CPAY,25683312640.0,33574133760.0,23.930573,12.63337,7.403346,5.115686,13.105,0.29215,0.05709,0.79941005,0.35194,0.22723,272.262,0.972,0.479,-0.126,0.215,1827686656.0,1847283968.0,5020502016.0,2561999104.0,53.076,16.42,31.10334,65361919.0,0.869,0.03907,3.3,,,,,,,
CRL,12769670144.0,15660856320.0,,21.153313,4.4959326,3.193226,18.444,-0.07516,0.04107,0.34585,0.15113,-0.05963,105.047,1.348,0.796,,-0.027,468856000.0,582147968.0,3998987008.0,849118016.0,59.496,-4.81,12.6453,47738872.0,1.376,0.00642,3.64,,,,,,0.9347372975166044,
CPT,11253369856.0,16382496768.0,36.940594,182.0,3.0188527,7.113975,18.326,0.07885,0.01867,0.61619,0.16104001,0.20622,125.648,0.352,0.027,-0.767,-0.008,139679632.0,807443968.0,1581868032.0,893971008.0,37.077,3.03,0.615,100539350.0,0.789,0.01464,4.54,,,,,,0.8094705561656492,
CRWD,218335150080.0,214645145600.0,,137.21475,47.114918,42.85956,3618.489,-0.0024899999,-0.0100300005,0.75136,-0.022079999,-0.00598,17.568,1.531,1.333,,0.256,1926365056.0,1819179008.0,5094199808.0,59319000.0,4.551,-0.02,1.56266,1018259280.0,1.234,0.01472,2.46,,,-2.342310910846476,-0.05604849472005691,,,
CRH,66847784960.0,85135785984.0,17.752651,15.146582,2.783842,1.7303734,11.011,0.15812,0.06061,0.3625,0.19022,0.099350005,77.592,1.579,1.005,0.127,0.056,2019124992.0,5418999808.0,38632001536.0,7731999744.0,36.094,5.66,6.63384,665284511.0,1.204,0.0014399999,2.97,,,,,,,
CPRT,28571727872.0,23370153984.0,18.42236,17.624025,3.1296823,6.159204,11.916,0.17607,0.11336,0.47522998,0.37530997,0.33481997,1.059,7.613,7.289,-0.01,0.021,999977152.0,1685426944.0,4638866944.0,1961246976.0,9.477,1.61,1.68293,963308388.0,1.014,0.09012,2.69,,,,,,,
CRM,157854056448.0,188565061632.0,22.33372,12.424987,4.6108947,3.6856816,14.623,0.16908,0.05703,0.77643996,0.218,0.18733,124.282,0.786,0.615,0.367,0.133,16552999936.0,15221000192.0,42829000704.0,12894999552.0,41.801,8.63,15.51229,819000000.0,1.152,0.02991,2.85,,,-0.183359830418654,-0.03976162563501373,,,
